"Description","masalpha","yr","stratum","pop","se_pop"
"American wigeon","amwi",2004,18,32383.08,16761.90
"Northern pintail","nopi",2004,18,0.00,0.00
"Ring-Necked Duck","rndu",2004,18,19216.04,7565.74
"Scaup","scau",2004,18,116430.47,39700.38
"American wigeon","amwi",2004,20,14736.42,6320.61
"Northern pintail","nopi",2004,20,29914.44,17707.13
"Ring-Necked Duck","rndu",2004,20,5184.52,2189.16
"Scaup","scau",2004,20,4252.85,1249.06
"American wigeon","amwi",2004,21,22549.85,9080.58
"Northern pintail","nopi",2004,21,1750.80,1264.41
"Ring-Necked Duck","rndu",2004,21,42291.40,11620.79
"Scaup","scau",2004,21,86882.10,29019.81
"American wigeon","amwi",2004,22,16690.07,12710.03
"Northern pintail","nopi",2004,22,1943.76,1386.04
"Ring-Necked Duck","rndu",2004,22,26555.04,4355.81
"Scaup","scau",2004,22,111408.42,26638.54
"American wigeon","amwi",2004,23,21996.09,7642.87
"Northern pintail","nopi",2004,23,2411.02,2361.23
"Ring-Necked Duck","rndu",2004,23,105976.44,25304.35
"Scaup","scau",2004,23,122037.87,22286.11
"American wigeon","amwi",2004,24,79667.29,24486.82
"Northern pintail","nopi",2004,24,3534.56,1173.23
"Ring-Necked Duck","rndu",2004,24,199450.59,43922.90
"Scaup","scau",2004,24,233171.83,30171.03
"American wigeon","amwi",2004,25,3117.80,463.06
"Northern pintail","nopi",2004,25,694.14,484.15
"Ring-Necked Duck","rndu",2004,25,21649.21,8988.48
"Scaup","scau",2004,25,21728.37,6589.58
"American wigeon","amwi",2004,26,63952.45,15157.85
"Northern pintail","nopi",2004,26,29481.84,9481.49
"Ring-Necked Duck","rndu",2004,26,17405.23,6504.03
"Scaup","scau",2004,26,52138.51,18874.24
"American wigeon","amwi",2004,27,17586.00,11779.54
"Northern pintail","nopi",2004,27,18844.82,9658.62
"Ring-Necked Duck","rndu",2004,27,2893.30,1458.63
"Scaup","scau",2004,27,19652.19,11262.73
"American wigeon","amwi",2004,28,22859.11,8487.84
"Northern pintail","nopi",2004,28,59621.47,33776.85
"Ring-Necked Duck","rndu",2004,28,2925.10,688.57
"Scaup","scau",2004,28,25349.65,10026.26
"American wigeon","amwi",2004,29,12180.18,3409.48
"Northern pintail","nopi",2004,29,53392.47,14209.15
"Ring-Necked Duck","rndu",2004,29,20857.81,12460.94
"Scaup","scau",2004,29,26952.43,12041.03
"American wigeon","amwi",2004,30,22184.83,14243.03
"Northern pintail","nopi",2004,30,23590.17,6222.95
"Ring-Necked Duck","rndu",2004,30,875.21,860.02
"Scaup","scau",2004,30,31916.69,12760.58
"American wigeon","amwi",2004,31,19017.24,7852.80
"Northern pintail","nopi",2004,31,49069.81,28993.48
"Ring-Necked Duck","rndu",2004,31,5279.56,3339.36
"Scaup","scau",2004,31,53969.13,22773.39
"American wigeon","amwi",2004,32,56158.27,11566.45
"Northern pintail","nopi",2004,32,203845.45,50915.04
"Ring-Necked Duck","rndu",2004,32,4783.49,4350.71
"Scaup","scau",2004,32,62908.34,21729.32
"American wigeon","amwi",2004,33,15764.76,4538.70
"Northern pintail","nopi",2004,33,172347.44,100221.77
"Ring-Necked Duck","rndu",2004,33,908.98,880.54
"Scaup","scau",2004,33,10179.35,5541.96
"American wigeon","amwi",2004,34,10325.54,3847.87
"Northern pintail","nopi",2004,34,11341.10,2965.14
"Ring-Necked Duck","rndu",2004,34,4839.60,2394.65
"Scaup","scau",2004,34,21092.40,4604.14
"American wigeon","amwi",2004,35,4611.04,1756.34
"Northern pintail","nopi",2004,35,13492.44,3738.39
"Ring-Necked Duck","rndu",2004,35,2915.91,2779.00
"Scaup","scau",2004,35,4704.52,1566.85
"American wigeon","amwi",2004,36,287.60,268.44
"Northern pintail","nopi",2004,36,1152.57,698.91
"Ring-Necked Duck","rndu",2004,36,1348.01,634.61
"Scaup","scau",2004,36,2484.73,1044.02
"American wigeon","amwi",2004,37,373.54,401.77
"Northern pintail","nopi",2004,37,5987.96,2737.19
"Ring-Necked Duck","rndu",2004,37,9921.31,1752.15
"Scaup","scau",2004,37,12392.53,4140.93
"American wigeon","amwi",2004,38,640.70,482.47
"Northern pintail","nopi",2004,38,2139.69,1236.18
"Ring-Necked Duck","rndu",2004,38,500.50,378.74
"Scaup","scau",2004,38,332.11,252.11
"American wigeon","amwi",2004,39,494.88,212.00
"Northern pintail","nopi",2004,39,22146.57,7875.56
"Ring-Necked Duck","rndu",2004,39,3737.06,3123.03
"Scaup","scau",2004,39,6783.88,2393.29
"American wigeon","amwi",2004,40,1644.55,561.45
"Northern pintail","nopi",2004,40,8238.22,3843.77
"Ring-Necked Duck","rndu",2004,40,4335.79,1139.47
"Scaup","scau",2004,40,9448.32,2253.87
"American wigeon","amwi",2004,41,21591.11,5540.14
"Northern pintail","nopi",2004,41,64438.95,19796.76
"Ring-Necked Duck","rndu",2004,41,2319.91,1309.11
"Scaup","scau",2004,41,10817.03,3264.56
"American wigeon","amwi",2004,42,21197.72,6444.65
"Northern pintail","nopi",2004,42,13482.35,3863.98
"Ring-Necked Duck","rndu",2004,42,662.23,625.47
"Scaup","scau",2004,42,5483.92,1821.57
"American wigeon","amwi",2004,43,11104.49,4053.29
"Northern pintail","nopi",2004,43,28524.08,6541.61
"Ring-Necked Duck","rndu",2004,43,669.39,686.43
"Scaup","scau",2004,43,10786.83,9193.08
"American wigeon","amwi",2004,44,11892.88,5079.61
"Northern pintail","nopi",2004,44,25517.58,3950.86
"Ring-Necked Duck","rndu",2004,44,1497.10,1446.60
"Scaup","scau",2004,44,502.59,498.99
"American wigeon","amwi",2004,45,31559.54,10895.50
"Northern pintail","nopi",2004,45,128983.33,32442.17
"Ring-Necked Duck","rndu",2004,45,0.00,0.00
"Scaup","scau",2004,45,82578.16,23284.16
"American wigeon","amwi",2004,46,10414.22,3791.33
"Northern pintail","nopi",2004,46,75561.59,17247.65
"Ring-Necked Duck","rndu",2004,46,1873.98,489.32
"Scaup","scau",2004,46,138781.56,42908.67
"American wigeon","amwi",2004,47,3120.31,3022.08
"Northern pintail","nopi",2004,47,3997.40,3020.76
"Ring-Necked Duck","rndu",2004,47,0.00,0.00
"Scaup","scau",2004,47,0.00,0.00
"American wigeon","amwi",2004,48,11210.72,3942.07
"Northern pintail","nopi",2004,48,29801.00,10025.71
"Ring-Necked Duck","rndu",2004,48,3236.10,1666.32
"Scaup","scau",2004,48,20231.82,11565.58
"American wigeon","amwi",2004,49,0.00,0.00
"Northern pintail","nopi",2004,49,8516.72,2862.25
"Ring-Necked Duck","rndu",2004,49,274.14,220.28
"Scaup","scau",2004,49,9282.82,5121.68
"American wigeon","amwi",2004,50,5367.34,5226.11
"Northern pintail","nopi",2004,50,0.00,0.00
"Ring-Necked Duck","rndu",2004,50,358084.87,121459.54
"Scaup","scau",2004,50,6331.75,5488.28
"American wigeon","amwi",2004,51,0.00,0.00
"Northern pintail","nopi",2004,51,0.00,0.00
"Ring-Necked Duck","rndu",2004,51,122167.06,34830.87
"Scaup","scau",2004,51,412.13,418.09
"American wigeon","amwi",2004,52,0.00,0.00
"Northern pintail","nopi",2004,52,835.41,837.48
"Ring-Necked Duck","rndu",2004,52,31392.69,7527.24
"Scaup","scau",2004,52,2487.40,849.33
"American wigeon","amwi",2004,53,0.00,0.00
"Northern pintail","nopi",2004,53,0.00,0.00
"Ring-Necked Duck","rndu",2004,53,4574.17,2218.74
"Scaup","scau",2004,53,0.00,0.00
"American wigeon","amwi",2004,54,2594.59,2026.84
"Northern pintail","nopi",2004,54,0.00,0.00
"Ring-Necked Duck","rndu",2004,54,41844.62,20177.44
"Scaup","scau",2004,54,28923.97,18211.41
"American wigeon","amwi",2004,55,0.00,0.00
"Northern pintail","nopi",2004,55,0.00,0.00
"Ring-Necked Duck","rndu",2004,55,1942.58,1500.65
"Scaup","scau",2004,55,0.00,0.00
"American wigeon","amwi",2004,56,2102.08,1962.60
"Northern pintail","nopi",2004,56,493.82,523.60
"Ring-Necked Duck","rndu",2004,56,5138.77,2082.59
"Scaup","scau",2004,56,1837.93,1713.47
"American wigeon","amwi",2004,57,0.00,0.00
"Northern pintail","nopi",2004,57,6012.66,3950.31
"Ring-Necked Duck","rndu",2004,57,64305.88,29915.42
"Scaup","scau",2004,57,65642.06,28388.09
"American wigeon","amwi",2004,62,0.00,0.00
"Northern pintail","nopi",2004,62,518.16,525.61
"Ring-Necked Duck","rndu",2004,62,28324.57,15071.75
"Scaup","scau",2004,62,0.00,0.00
"American wigeon","amwi",2004,63,8066.61,3661.83
"Northern pintail","nopi",2004,63,8382.84,3190.41
"Ring-Necked Duck","rndu",2004,63,27689.62,16708.27
"Scaup","scau",2004,63,0.00,0.00
"American wigeon","amwi",2004,64,0.00,0.00
"Northern pintail","nopi",2004,64,0.00,0.00
"Ring-Necked Duck","rndu",2004,64,17380.79,8060.81
"Scaup","scau",2004,64,0.00,0.00
"American wigeon","amwi",2004,65,6117.10,8057.19
"Northern pintail","nopi",2004,65,876.81,442.88
"Ring-Necked Duck","rndu",2004,65,0.00,0.00
"Scaup","scau",2004,65,0.00,0.00
"American wigeon","amwi",2004,66,0.00,0.00
"Northern pintail","nopi",2004,66,2813.88,2990.40
"Ring-Necked Duck","rndu",2004,66,38590.47,12301.66
"Scaup","scau",2004,66,523.63,579.17
"American wigeon","amwi",2004,67,2862.88,2896.59
"Northern pintail","nopi",2004,67,16004.07,7975.36
"Ring-Necked Duck","rndu",2004,67,80782.46,21692.96
"Scaup","scau",2004,67,496.36,502.30
"American wigeon","amwi",2004,68,5236.29,5226.89
"Northern pintail","nopi",2004,68,1209.34,1209.34
"Ring-Necked Duck","rndu",2004,68,150184.27,111354.06
"Scaup","scau",2004,68,12200.13,11156.12
"American wigeon","amwi",2004,69,0.00,0.00
"Northern pintail","nopi",2004,69,15739.20,15739.65
"Ring-Necked Duck","rndu",2004,69,117544.31,89502.49
"Scaup","scau",2004,69,34246.75,28564.01
"American wigeon","amwi",2004,75,21254.49,3225.65
"Northern pintail","nopi",2004,75,5803.82,3681.01
"Ring-Necked Duck","rndu",2004,75,16087.80,4916.95
"Scaup","scau",2004,75,129097.67,48180.10
"American wigeon","amwi",2004,76,26409.96,14932.54
"Northern pintail","nopi",2004,76,16179.85,6048.77
"Ring-Necked Duck","rndu",2004,76,22017.01,12831.85
"Scaup","scau",2004,76,72618.38,17180.76
"American wigeon","amwi",2004,77,147229.52,54368.85
"Northern pintail","nopi",2004,77,39681.03,19227.79
"Ring-Necked Duck","rndu",2004,77,106016.76,29293.42
"Scaup","scau",2004,77,123225.37,25281.48
"American wigeon","amwi",2005,1,4588.57,1538.27
"Northern pintail","nopi",2005,1,1972.14,1003.58
"Ring-Necked Duck","rndu",2005,1,2526.85,1163.19
"Scaup","scau",2005,1,4719.00,2758.20
"American wigeon","amwi",2005,2,19162.50,5030.42
"Northern pintail","nopi",2005,2,1882.50,847.92
"Ring-Necked Duck","rndu",2005,2,9648.00,3718.27
"Scaup","scau",2005,2,38766.00,8417.06
"American wigeon","amwi",2005,3,88205.56,19319.57
"Northern pintail","nopi",2005,3,24580.88,8801.38
"Ring-Necked Duck","rndu",2005,3,21242.04,8523.59
"Scaup","scau",2005,3,79116.22,32572.63
"American wigeon","amwi",2005,4,268056.00,40294.58
"Northern pintail","nopi",2005,4,119275.20,26626.75
"Ring-Necked Duck","rndu",2005,4,32562.00,12418.02
"Scaup","scau",2005,4,216953.10,39432.95
"American wigeon","amwi",2005,5,50768.18,6634.40
"Northern pintail","nopi",2005,5,46161.18,10196.14
"Ring-Necked Duck","rndu",2005,5,1553.18,593.86
"Scaup","scau",2005,5,11813.45,3881.68
"American wigeon","amwi",2005,6,35354.81,5676.74
"Northern pintail","nopi",2005,6,30615.72,3939.76
"Ring-Necked Duck","rndu",2005,6,4738.57,1788.38
"Scaup","scau",2005,6,30594.20,4676.42
"American wigeon","amwi",2005,8,49586.08,12010.66
"Northern pintail","nopi",2005,8,54482.28,12953.41
"Ring-Necked Duck","rndu",2005,8,0.00,0.00
"Scaup","scau",2005,8,84112.33,27041.86
"American wigeon","amwi",2005,9,185037.78,29896.86
"Northern pintail","nopi",2005,9,376006.34,48191.79
"Ring-Necked Duck","rndu",2005,9,1645.10,759.15
"Scaup","scau",2005,9,325601.39,58874.53
"American wigeon","amwi",2005,10,30624.00,21816.46
"Northern pintail","nopi",2005,10,133780.62,72208.32
"Ring-Necked Duck","rndu",2005,10,0.00,0.00
"Scaup","scau",2005,10,26537.50,10952.54
"American wigeon","amwi",2005,11,70192.00,17067.28
"Northern pintail","nopi",2005,11,89746.25,22161.79
"Ring-Necked Duck","rndu",2005,11,1792.25,1468.48
"Scaup","scau",2005,11,76150.56,14806.35
"American wigeon","amwi",2005,12,68644.65,17119.65
"Northern pintail","nopi",2005,12,25327.63,10572.74
"Ring-Necked Duck","rndu",2005,12,1979.85,666.07
"Scaup","scau",2005,12,62656.94,14747.72
"American wigeon","amwi",2005,13,107262.22,70075.62
"Northern pintail","nopi",2005,13,18961.36,15210.29
"Ring-Necked Duck","rndu",2005,13,18185.47,13299.48
"Scaup","scau",2005,13,48343.80,17436.38
"American wigeon","amwi",2005,14,172751.73,59446.33
"Northern pintail","nopi",2005,14,30061.16,13487.85
"Ring-Necked Duck","rndu",2005,14,20094.38,11659.98
"Scaup","scau",2005,14,468821.20,97455.81
"American wigeon","amwi",2005,15,5803.13,4392.61
"Northern pintail","nopi",2005,15,9942.88,2610.13
"Ring-Necked Duck","rndu",2005,15,48836.00,29658.27
"Scaup","scau",2005,15,97368.29,13310.78
"American wigeon","amwi",2005,16,45595.98,20061.74
"Northern pintail","nopi",2005,16,13020.43,13876.83
"Ring-Necked Duck","rndu",2005,16,7379.06,5281.35
"Scaup","scau",2005,16,169540.96,66759.97
"American wigeon","amwi",2005,17,46189.35,20687.41
"Northern pintail","nopi",2005,17,2473.10,1222.94
"Ring-Necked Duck","rndu",2005,17,42047.37,14651.24
"Scaup","scau",2005,17,209183.93,72165.16
"American wigeon","amwi",2005,18,16191.54,16837.19
"Northern pintail","nopi",2005,18,0.00,0.00
"Ring-Necked Duck","rndu",2005,18,47166.66,29246.53
"Scaup","scau",2005,18,81600.84,23946.19
"American wigeon","amwi",2005,20,1922.14,1134.76
"Northern pintail","nopi",2005,20,2881.66,1184.60
"Ring-Necked Duck","rndu",2005,20,3940.23,1949.31
"Scaup","scau",2005,20,2244.56,552.10
"American wigeon","amwi",2005,21,16841.21,9901.39
"Northern pintail","nopi",2005,21,1206.99,1209.54
"Ring-Necked Duck","rndu",2005,21,73844.50,19472.36
"Scaup","scau",2005,21,57724.77,10768.01
"American wigeon","amwi",2005,22,36161.82,9646.12
"Northern pintail","nopi",2005,22,6479.21,2723.07
"Ring-Necked Duck","rndu",2005,22,46952.39,16530.86
"Scaup","scau",2005,22,52328.20,20724.87
"American wigeon","amwi",2005,23,25877.75,10542.50
"Northern pintail","nopi",2005,23,0.00,0.00
"Ring-Necked Duck","rndu",2005,23,143211.40,28571.29
"Scaup","scau",2005,23,65954.29,16661.79
"American wigeon","amwi",2005,24,62384.96,19834.45
"Northern pintail","nopi",2005,24,0.00,0.00
"Ring-Necked Duck","rndu",2005,24,177478.95,33208.84
"Scaup","scau",2005,24,134189.82,19967.60
"American wigeon","amwi",2005,25,3486.36,1314.12
"Northern pintail","nopi",2005,25,763.75,454.37
"Ring-Necked Duck","rndu",2005,25,10287.84,3594.30
"Scaup","scau",2005,25,38630.17,14002.57
"American wigeon","amwi",2005,26,52083.77,7831.93
"Northern pintail","nopi",2005,26,154546.06,41779.65
"Ring-Necked Duck","rndu",2005,26,6137.05,2365.30
"Scaup","scau",2005,26,69581.13,23088.06
"American wigeon","amwi",2005,27,27602.82,6772.08
"Northern pintail","nopi",2005,27,47480.67,16483.38
"Ring-Necked Duck","rndu",2005,27,848.02,669.30
"Scaup","scau",2005,27,18668.24,6800.09
"American wigeon","amwi",2005,28,21648.47,4974.23
"Northern pintail","nopi",2005,28,35530.89,9022.86
"Ring-Necked Duck","rndu",2005,28,1763.67,1117.67
"Scaup","scau",2005,28,18491.20,5163.92
"American wigeon","amwi",2005,29,24119.82,8135.51
"Northern pintail","nopi",2005,29,44715.02,12692.77
"Ring-Necked Duck","rndu",2005,29,4145.96,2432.74
"Scaup","scau",2005,29,19768.49,7206.67
"American wigeon","amwi",2005,30,68454.11,25739.19
"Northern pintail","nopi",2005,30,116318.34,33047.42
"Ring-Necked Duck","rndu",2005,30,937.26,920.98
"Scaup","scau",2005,30,124093.14,50755.97
"American wigeon","amwi",2005,31,59743.66,20818.06
"Northern pintail","nopi",2005,31,67134.55,19400.09
"Ring-Necked Duck","rndu",2005,31,1696.15,1170.34
"Scaup","scau",2005,31,62736.80,17907.46
"American wigeon","amwi",2005,32,112638.45,31586.68
"Northern pintail","nopi",2005,32,413620.75,70104.06
"Ring-Necked Duck","rndu",2005,32,1536.78,785.87
"Scaup","scau",2005,32,133062.06,33022.21
"American wigeon","amwi",2005,33,15126.66,11453.57
"Northern pintail","nopi",2005,33,64131.75,22301.77
"Ring-Necked Duck","rndu",2005,33,0.00,0.00
"Scaup","scau",2005,33,19639.02,15232.49
"American wigeon","amwi",2005,34,20834.37,7352.51
"Northern pintail","nopi",2005,34,82155.21,20208.49
"Ring-Necked Duck","rndu",2005,34,381.86,235.93
"Scaup","scau",2005,34,29882.28,10118.63
"American wigeon","amwi",2005,35,17444.87,5501.58
"Northern pintail","nopi",2005,35,114181.28,26728.99
"Ring-Necked Duck","rndu",2005,35,2375.19,808.79
"Scaup","scau",2005,35,11852.92,6309.43
"American wigeon","amwi",2005,36,1653.33,981.92
"Northern pintail","nopi",2005,36,0.00,0.00
"Ring-Necked Duck","rndu",2005,36,1414.14,524.98
"Scaup","scau",2005,36,3669.63,1219.37
"American wigeon","amwi",2005,37,16050.28,8590.96
"Northern pintail","nopi",2005,37,10614.73,5066.39
"Ring-Necked Duck","rndu",2005,37,10878.98,4431.09
"Scaup","scau",2005,37,20542.74,6934.19
"American wigeon","amwi",2005,38,519.42,400.76
"Northern pintail","nopi",2005,38,3641.26,1616.83
"Ring-Necked Duck","rndu",2005,38,0.00,0.00
"Scaup","scau",2005,38,0.00,0.00
"American wigeon","amwi",2005,39,6954.28,3384.29
"Northern pintail","nopi",2005,39,39375.92,8339.71
"Ring-Necked Duck","rndu",2005,39,3568.91,811.54
"Scaup","scau",2005,39,23932.15,7433.51
"American wigeon","amwi",2005,40,8999.42,3367.98
"Northern pintail","nopi",2005,40,14311.63,3018.38
"Ring-Necked Duck","rndu",2005,40,4789.52,4215.16
"Scaup","scau",2005,40,11929.25,4012.13
"American wigeon","amwi",2005,41,30322.81,6129.16
"Northern pintail","nopi",2005,41,38282.43,13006.79
"Ring-Necked Duck","rndu",2005,41,1761.52,789.18
"Scaup","scau",2005,41,8837.96,3414.80
"American wigeon","amwi",2005,42,13303.57,4227.53
"Northern pintail","nopi",2005,42,7322.30,1860.10
"Ring-Necked Duck","rndu",2005,42,0.00,0.00
"Scaup","scau",2005,42,4006.88,2800.42
"American wigeon","amwi",2005,43,11378.61,4619.59
"Northern pintail","nopi",2005,43,12111.53,3604.44
"Ring-Necked Duck","rndu",2005,43,3049.66,3031.19
"Scaup","scau",2005,43,2850.15,1879.75
"American wigeon","amwi",2005,44,12145.74,5054.64
"Northern pintail","nopi",2005,44,17305.82,6672.02
"Ring-Necked Duck","rndu",2005,44,757.84,732.26
"Scaup","scau",2005,44,670.98,386.13
"American wigeon","amwi",2005,45,30786.13,11036.19
"Northern pintail","nopi",2005,45,120175.06,24397.36
"Ring-Necked Duck","rndu",2005,45,2827.97,1062.34
"Scaup","scau",2005,45,64058.38,17857.47
"American wigeon","amwi",2005,46,23088.64,8747.75
"Northern pintail","nopi",2005,46,79439.32,16280.11
"Ring-Necked Duck","rndu",2005,46,3162.05,730.16
"Scaup","scau",2005,46,38074.85,14604.34
"American wigeon","amwi",2005,47,0.00,0.00
"Northern pintail","nopi",2005,47,1073.02,1039.26
"Ring-Necked Duck","rndu",2005,47,521.08,504.25
"Scaup","scau",2005,47,0.00,0.00
"American wigeon","amwi",2005,48,18454.48,7201.79
"Northern pintail","nopi",2005,48,45780.34,11405.82
"Ring-Necked Duck","rndu",2005,48,4212.32,1905.27
"Scaup","scau",2005,48,21343.12,8823.54
"American wigeon","amwi",2005,49,810.64,893.18
"Northern pintail","nopi",2005,49,9144.61,4543.27
"Ring-Necked Duck","rndu",2005,49,1110.19,690.57
"Scaup","scau",2005,49,8272.30,3183.30
"American wigeon","amwi",2005,50,29520.42,16561.44
"Northern pintail","nopi",2005,50,0.00,0.00
"Ring-Necked Duck","rndu",2005,50,137546.37,29527.12
"Scaup","scau",2005,50,0.00,0.00
"American wigeon","amwi",2005,51,19214.80,6905.33
"Northern pintail","nopi",2005,51,0.00,0.00
"Ring-Necked Duck","rndu",2005,51,68563.15,18145.08
"Scaup","scau",2005,51,7006.26,5684.12
"American wigeon","amwi",2005,52,0.00,0.00
"Northern pintail","nopi",2005,52,0.00,0.00
"Ring-Necked Duck","rndu",2005,52,15937.82,6027.86
"Scaup","scau",2005,52,310.92,301.22
"American wigeon","amwi",2005,53,0.00,0.00
"Northern pintail","nopi",2005,53,0.00,0.00
"Ring-Necked Duck","rndu",2005,53,291.08,281.46
"Scaup","scau",2005,53,0.00,0.00
"American wigeon","amwi",2005,54,648.64,678.67
"Northern pintail","nopi",2005,54,761.91,753.74
"Ring-Necked Duck","rndu",2005,54,11452.21,8398.43
"Scaup","scau",2005,54,2410.33,2171.75
"American wigeon","amwi",2005,55,0.00,0.00
"Northern pintail","nopi",2005,55,0.00,0.00
"Ring-Necked Duck","rndu",2005,55,472.61,284.83
"Scaup","scau",2005,55,1369.17,569.15
"American wigeon","amwi",2005,56,0.00,0.00
"Northern pintail","nopi",2005,56,0.00,0.00
"Ring-Necked Duck","rndu",2005,56,6059.32,2690.71
"Scaup","scau",2005,56,0.00,0.00
"American wigeon","amwi",2005,57,0.00,0.00
"Northern pintail","nopi",2005,57,0.00,0.00
"Ring-Necked Duck","rndu",2005,57,37077.26,10076.33
"Scaup","scau",2005,57,13053.81,7059.17
"American wigeon","amwi",2005,58,0.00,0.00
"Northern pintail","nopi",2005,58,3978.09,3978.09
"Ring-Necked Duck","rndu",2005,58,14948.60,14948.60
"Scaup","scau",2005,58,51819.97,9406.84
"American wigeon","amwi",2005,62,7730.65,3235.48
"Northern pintail","nopi",2005,62,0.00,0.00
"Ring-Necked Duck","rndu",2005,62,19284.21,8751.32
"Scaup","scau",2005,62,0.00,0.00
"American wigeon","amwi",2005,63,53363.76,34646.89
"Northern pintail","nopi",2005,63,5492.21,1941.17
"Ring-Necked Duck","rndu",2005,63,22874.04,9620.96
"Scaup","scau",2005,63,6455.03,6478.88
"American wigeon","amwi",2005,64,1168.48,1197.46
"Northern pintail","nopi",2005,64,544.33,490.20
"Ring-Necked Duck","rndu",2005,64,13602.35,7123.12
